id,type,size,r,g,b,color_type
27,0,0.45442694425582886,0.9176470588235294,0.596078431372549,0.7176470588235294,1
28,0,0.16178253293037415,0.9176470588235294,0.592156862745098,0,0
29,0,0.44348379969596863,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
30,0,0.44102197885513306,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
31,0,0.15306085348129272,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
32,0,0.2649082541465759,0.9176470588235294,0.596078431372549,0.7176470588235294,1
33,0,0.49364566802978516,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
34,0,0.15228375792503357,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
35,0,0.45141085982322693,0.6980392156862745,0.7019607843137254,0,0
36,0,0.24183589220046997,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
37,0,0.3035481870174408,0.996078431372549,0.7137254901960784,0.0,1
38,0,0.37507572770118713,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
39,0,0.19586728513240814,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
40,0,0.4752379357814789,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
41,0,0.258118599653244,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
42,0,0.17231659591197968,0.9176470588235294,0.592156862745098,0,0
43,0,0.32771438360214233,0.6980392156862745,0.7019607843137254,0,0
44,0,0.2081630825996399,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
45,0,0.11192706972360611,0.9176470588235294,0.592156862745098,0,0
46,0,0.44888836145401,0.996078431372549,0.7137254901960784,0.0,1
47,0,0.3269769847393036,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
48,0,0.27038154006004333,0.9176470588235294,0.592156862745098,0,0
49,0,0.33477386832237244,0.996078431372549,0.7137254901960784,0.0,1
50,0,0.20496539771556854,0.0,0.5803921568627451,0.23529411764705882,1
51,0,0.4449479579925537,0.9176470588235294,0.596078431372549,0.7176470588235294,1
52,0,0.23164954781532288,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
53,0,0.33323732018470764,0.9176470588235294,0.592156862745098,0,0
54,0,0.10516563057899475,0.9176470588235294,0.592156862745098,0,0
55,0,0.26392170786857605,0.9176470588235294,0.592156862745098,0,0
56,0,0.3502454459667206,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
57,0,0.4931848645210266,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
58,0,0.22959662973880768,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
59,0,0.493366003036499,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
60,0,0.45705655217170715,0.0,0.5803921568627451,0.23529411764705882,1
61,0,0.3188622295856476,0.9176470588235294,0.592156862745098,0,0
62,0,0.16989180445671082,0.0,0.5803921568627451,0.23529411764705882,1
63,0,0.2771952152252197,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
64,0,0.4969201982021332,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
65,0,0.45112213492393494,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
66,0,0.21886034309864044,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
67,0,0.39295047521591187,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
68,0,0.11466791480779648,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
69,0,0.33092597126960754,0.996078431372549,0.7137254901960784,0.0,1
70,0,0.3986753821372986,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
71,0,0.23489080369472504,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
72,0,0.2685835659503937,0.6980392156862745,0.7019607843137254,0,0
73,0,0.10342910140752792,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
74,0,0.2707602083683014,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
75,0,0.3219033181667328,0.996078431372549,0.7137254901960784,0.0,1
76,0,0.39225512742996216,0.9176470588235294,0.592156862745098,0,0
77,0,0.40416020154953003,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
78,0,0.4963736832141876,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
79,0,0.18824438750743866,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
80,0,0.44498828053474426,0.0,0.5803921568627451,0.23529411764705882,1
81,0,0.4724067151546478,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
82,0,0.2212201952934265,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
83,0,0.3945637345314026,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
84,0,0.46984800696372986,0.0,0.5803921568627451,0.23529411764705882,1
85,0,0.14322800934314728,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
86,0,0.4019722640514374,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
87,0,0.2664184272289276,0.6980392156862745,0.7019607843137254,0,0
88,0,0.30192068219184875,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
89,0,0.13654619455337524,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
90,0,0.4121180474758148,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
91,0,0.10996995866298676,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
92,0,0.20738738775253296,0.6980392156862745,0.7019607843137254,0,0
93,0,0.2867111265659332,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
94,0,0.1690271645784378,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
95,0,0.41577160358428955,0.996078431372549,0.7137254901960784,0.0,1
96,0,0.1997646987438202,0.6980392156862745,0.7019607843137254,0,0
97,0,0.3722951412200928,0.996078431372549,0.7137254901960784,0.0,1
98,0,0.25820350646972656,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
99,0,0.4434351623058319,0.9176470588235294,0.596078431372549,0.7176470588235294,1
100,0,0.46741342544555664,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
101,1,0.30128955841064453,0.996078431372549,0.7137254901960784,0.0,1
102,1,0.2728349268436432,0.9176470588235294,0.592156862745098,0,0
103,1,0.21425940096378326,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
104,1,0.44643232226371765,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
105,1,0.48360922932624817,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
106,1,0.10184206068515778,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
107,1,0.4740211069583893,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
108,1,0.34849315881729126,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
109,1,0.3114016354084015,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
110,1,0.3483940362930298,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
111,1,0.226912721991539,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
112,1,0.14864946901798248,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
113,1,0.4419352412223816,0.6980392156862745,0.7019607843137254,0,0
114,1,0.48877769708633423,0.6980392156862745,0.7019607843137254,0,0
115,1,0.236155703663826,0.6980392156862745,0.7019607843137254,0,0
116,1,0.2563614845275879,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
117,1,0.3631160855293274,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
118,1,0.36279284954071045,0.6980392156862745,0.7019607843137254,0,0
119,1,0.37120911478996277,0.0,0.5803921568627451,0.23529411764705882,1
120,1,0.18083949387073517,0.9176470588235294,0.596078431372549,0.7176470588235294,1
121,1,0.4110988676548004,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
122,1,0.4792865514755249,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
123,1,0.4174794554710388,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
124,1,0.31941741704940796,0.6980392156862745,0.7019607843137254,0,0
125,1,0.43764635920524597,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
126,1,0.3018677234649658,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
127,1,0.3253802955150604,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
128,1,0.43394550681114197,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
129,1,0.2616770565509796,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
130,1,0.2177150547504425,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
131,1,0.20365825295448303,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
132,1,0.36412274837493896,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
133,1,0.4211099147796631,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
134,1,0.45891693234443665,0.6980392156862745,0.7019607843137254,0,0
135,1,0.11029978841543198,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
136,1,0.278777152299881,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
137,1,0.24221371114253998,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
138,1,0.37886443734169006,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
139,1,0.13044914603233337,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
140,1,0.169841468334198,0.6980392156862745,0.7019607843137254,0,0
141,1,0.20532959699630737,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
142,1,0.13735313713550568,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
143,1,0.3790559768676758,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
144,1,0.45660024881362915,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
145,1,0.3252636194229126,0.6980392156862745,0.7019607843137254,0,0
146,1,0.167624369263649,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
147,1,0.3988058269023895,0.6980392156862745,0.7019607843137254,0,0
148,1,0.3006739318370819,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
149,1,0.3052423298358917,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
150,1,0.219422847032547,0.0,0.5803921568627451,0.23529411764705882,1
151,1,0.408745139837265,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
152,1,0.2914544641971588,0.0,0.5803921568627451,0.23529411764705882,1
153,1,0.1840573251247406,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
154,1,0.30281370878219604,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
155,1,0.3329710066318512,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
156,1,0.41497790813446045,0.6980392156862745,0.7019607843137254,0,0
157,1,0.18523049354553223,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
158,1,0.25364556908607483,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
159,1,0.20062579214572906,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
160,1,0.27902549505233765,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
161,1,0.49574175477027893,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
162,1,0.42646366357803345,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
163,1,0.44875073432922363,0.0,0.5803921568627451,0.23529411764705882,1
164,1,0.3029511570930481,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
165,1,0.33559074997901917,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
166,1,0.3625086843967438,0.996078431372549,0.7137254901960784,0.0,1
167,1,0.19207096099853516,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
168,1,0.10937666147947311,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
169,1,0.18692925572395325,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
170,1,0.23432253301143646,0.9176470588235294,0.596078431372549,0.7176470588235294,1
171,1,0.10971429944038391,0.9176470588235294,0.596078431372549,0.7176470588235294,1
172,1,0.1937350034713745,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
173,1,0.11041616648435593,0.9176470588235294,0.596078431372549,0.7176470588235294,1
174,1,0.31809699535369873,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
175,1,0.44145140051841736,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
176,1,0.44238442182540894,0.6980392156862745,0.7019607843137254,0,0
177,1,0.46434858441352844,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
178,1,0.3281596302986145,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
179,1,0.2775391638278961,0.9176470588235294,0.596078431372549,0.7176470588235294,1
180,1,0.14379994571208954,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
181,1,0.422630250453949,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
182,1,0.1923353374004364,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
183,1,0.22633901238441467,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
184,1,0.17726874351501465,0.6980392156862745,0.7019607843137254,0,0
185,1,0.4349304139614105,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
186,1,0.4163645803928375,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
187,1,0.233422189950943,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
188,1,0.3719058334827423,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
189,1,0.4124518036842346,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
190,1,0.34857693314552307,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
191,1,0.2855425477027893,0.9176470588235294,0.596078431372549,0.7176470588235294,1
192,1,0.34035852551460266,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
193,1,0.14819423854351044,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
194,1,0.2597581744194031,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
195,1,0.44078558683395386,0.0,0.5803921568627451,0.23529411764705882,1
196,1,0.35541096329689026,0.0,0.5803921568627451,0.23529411764705882,1
197,1,0.3356297016143799,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
198,1,0.24131833016872406,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
199,1,0.45067253708839417,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
200,1,0.21254123747348785,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
201,2,0.24904881417751312,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
202,2,0.31345057487487793,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
203,2,0.46103668212890625,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
204,2,0.25532737374305725,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
205,2,0.16363494098186493,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
206,2,0.21381805837154388,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
207,2,0.40926632285118103,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
208,2,0.3998647928237915,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
209,2,0.22828902304172516,0.9176470588235294,0.596078431372549,0.7176470588235294,1
210,2,0.3311396837234497,0.9176470588235294,0.592156862745098,0,0
211,2,0.40127262473106384,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
212,2,0.265004962682724,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
213,2,0.21129156649112701,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
214,2,0.34637531638145447,0.6980392156862745,0.7019607843137254,0,0
215,2,0.49859893321990967,0.9176470588235294,0.596078431372549,0.7176470588235294,1
216,2,0.28564849495887756,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
217,2,0.21344411373138428,0.9176470588235294,0.592156862745098,0,0
218,2,0.40980228781700134,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
219,2,0.17857085168361664,0.6980392156862745,0.7019607843137254,0,0
220,2,0.2274683713912964,0.6980392156862745,0.7019607843137254,0,0
221,2,0.22079503536224365,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
222,2,0.37606221437454224,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
223,2,0.24608831107616425,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
224,2,0.3210003077983856,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
225,2,0.32194408774375916,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
226,2,0.22342732548713684,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
227,2,0.12485088407993317,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
228,2,0.14265680313110352,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
229,2,0.21013756096363068,0.9176470588235294,0.592156862745098,0,0
230,2,0.34501007199287415,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
231,2,0.33028703927993774,0.9176470588235294,0.592156862745098,0,0
232,2,0.2100619226694107,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
233,2,0.19018582999706268,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
234,2,0.2695867717266083,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
235,2,0.1304078847169876,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
236,2,0.4907662272453308,0.9176470588235294,0.592156862745098,0,0
237,2,0.12227129936218262,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
238,2,0.20921899378299713,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
239,2,0.29917672276496887,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
240,2,0.45696333050727844,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
241,2,0.3075084686279297,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
242,2,0.4446096420288086,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
243,2,0.4763563573360443,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
244,2,0.47136789560317993,0.9176470588235294,0.592156862745098,0,0
245,2,0.262075811624527,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
246,2,0.2534036338329315,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
247,2,0.3595912754535675,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
248,2,0.3542015552520752,0.9176470588235294,0.592156862745098,0,0
249,2,0.2557787001132965,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
250,2,0.24393224716186523,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
251,2,0.1611585170030594,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
252,2,0.20662695169448853,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
253,2,0.1628083884716034,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
254,2,0.11149541288614273,0.9176470588235294,0.596078431372549,0.7176470588235294,1
255,2,0.3422466218471527,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
256,2,0.4027886986732483,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
257,2,0.28415217995643616,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
258,2,0.15621928870677948,0.6980392156862745,0.7019607843137254,0,0
259,2,0.40762612223625183,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
260,2,0.11142484843730927,0.0,0.5803921568627451,0.23529411764705882,1
261,2,0.4656115174293518,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
262,2,0.4061492383480072,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
263,2,0.49050384759902954,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
264,2,0.1981206238269806,0.996078431372549,0.7137254901960784,0.0,1
265,2,0.18517111241817474,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
266,2,0.21315312385559082,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
267,2,0.4356859028339386,0.6980392156862745,0.7019607843137254,0,0
268,2,0.44912827014923096,0.6980392156862745,0.7019607843137254,0,0
269,2,0.3826206922531128,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
270,2,0.4564618468284607,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
271,2,0.3486115634441376,0.9176470588235294,0.596078431372549,0.7176470588235294,1
272,2,0.1618373692035675,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
273,2,0.4897748529911041,0.9176470588235294,0.596078431372549,0.7176470588235294,1
274,2,0.4659689962863922,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
275,2,0.3047250509262085,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
276,2,0.4482989013195038,0.9176470588235294,0.596078431372549,0.7176470588235294,1
277,2,0.3136026859283447,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
278,2,0.18150611221790314,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
279,2,0.20874200761318207,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
280,2,0.3091343641281128,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
281,2,0.42132073640823364,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
282,2,0.25038662552833557,0.0,0.5803921568627451,0.23529411764705882,1
283,2,0.2798779010772705,0.6980392156862745,0.7019607843137254,0,0
284,2,0.25682175159454346,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
285,2,0.11681385338306427,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
286,2,0.23486292362213135,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
287,2,0.3300849199295044,0.0,0.5803921568627451,0.23529411764705882,1
288,2,0.276685893535614,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
289,2,0.3333919942378998,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
290,2,0.1013818234205246,0.6980392156862745,0.7019607843137254,0,0
291,2,0.1534784436225891,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
292,2,0.10283558815717697,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
293,2,0.17777074873447418,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
294,2,0.34908586740493774,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
295,2,0.4337875545024872,0.6980392156862745,0.7019607843137254,0,0
296,2,0.3169008493423462,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
297,2,0.1830734759569168,0.9176470588235294,0.596078431372549,0.7176470588235294,1
298,2,0.22422455251216888,0.9176470588235294,0.592156862745098,0,0
299,2,0.11687369644641876,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
300,2,0.2382652461528778,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
301,3,0.1804240345954895,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
302,3,0.22171129286289215,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
303,3,0.26821938157081604,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
304,3,0.31779906153678894,0.0,0.5803921568627451,0.23529411764705882,1
305,3,0.2454753816127777,0.6980392156862745,0.7019607843137254,0,0
306,3,0.3388364911079407,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
307,3,0.12651817500591278,0.0,0.5803921568627451,0.23529411764705882,1
308,3,0.44344839453697205,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
309,3,0.3827878534793854,0.03137254901960784,0.5686274509803921,0.7333333333333333,1
310,3,0.3603179454803467,0.9176470588235294,0.592156862745098,0,0
311,3,0.3334239423274994,0.6980392156862745,0.7019607843137254,0,0
312,3,0.12232097238302231,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
313,3,0.27388110756874084,0.9176470588235294,0.596078431372549,0.7176470588235294,1
314,3,0.3715164363384247,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
315,3,0.4656206965446472,0.9176470588235294,0.592156862745098,0,0
316,3,0.18868760764598846,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
317,3,0.33226776123046875,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
318,3,0.3303085267543793,0.0,0.5803921568627451,0.23529411764705882,1
319,3,0.24727436900138855,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
320,3,0.20730936527252197,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
321,3,0.3396291136741638,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
322,3,0.30934590101242065,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
323,3,0.44519180059432983,0.6980392156862745,0.7019607843137254,0,0
324,3,0.46647095680236816,0.9176470588235294,0.596078431372549,0.7176470588235294,1
325,3,0.29156923294067383,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
326,3,0.2951533794403076,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
327,3,0.18563148379325867,0.0,0.5803921568627451,0.23529411764705882,1
328,3,0.302396684885025,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
329,3,0.2413184493780136,0.0,0.5803921568627451,0.23529411764705882,1
330,3,0.3147423565387726,0.996078431372549,0.7137254901960784,0.0,1
331,3,0.2891017496585846,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
332,3,0.11758753657341003,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
333,3,0.4642450213432312,0.996078431372549,0.7137254901960784,0.0,1
334,3,0.17412130534648895,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
335,3,0.22221215069293976,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
336,3,0.17603610455989838,0.10980392156862745,0.6705882352941176,0.6823529411764706,0
337,3,0.39507055282592773,0.4117647058823529,0.20392156862745098,0.4588235294117647,1
338,3,0.47627782821655273,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
339,3,0.23541438579559326,0.5176470588235295,0.12549019607843137,0.2235294117647059,0
340,3,0.23926477134227753,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
341,3,0.13742516934871674,0.43529411764705883,0.34509803921568627,0.08235294117647059,0
342,3,0.16413940489292145,0.5019607843137255,0.5019607843137255,0.5019607843137255,1
343,3,0.35386067628860474,0.8627450980392157,0.2549019607843137,0.00784313725490196,1
344,3,0.21905900537967682,0.0784313725490196,0.0784313725490196,0.0784313725490196,1
345,3,0.18960238993167877,0.30196078431372547,0.14901960784313725,0.11764705882352941,1
346,3,0.3996761739253998,0.7098039215686275,0.1450980392156863,0.14901960784313725,1
347,3,0.3384004533290863,0.9725490196078431,0.9725490196078431,0.9725490196078431,1
